320,192,21789,1,0
64,192,21937,1,0
192,192,22382,1,0
448,192,22382,1,0
320,192,22530,1,0
64,192,22678,1,0
64,192,24604,1,0
64,192,24752,1,0
192,192,24752,1,0
192,192,24900,1,0
192,192,26085,1,0
448,192,26085,1,0
320,192,26234,1,0
64,192,26382,1,0
320,192,26530,1,0
448,192,26678,1,0
64,192,26826,1,0
192,192,26974,1,0
192,192,27271,1,0
320,192,27419,1,0
192,192,27567,1,0
320,192,27715,1,0
64,192,28011,1,0
192,192,28160,1,0
320,192,28308,1,0
448,192,28456,1,0
320,192,29789,1,0
448,192,29937,1,0
64,192,30234,1,0
192,192,30382,1,0
64,192,30530,1,0
192,192,30678,1,0
320,192,30974,1,0
448,192,31123,1,0
320,192,31271,1,0
448,192,31419,1,0
64,192,31715,1,0
192,192,31863,1,0
64,192,32160,1,0
192,192,32308,1,0
320,192,32308,1,0
448,192,32456,1,0
448,192,32752,1,0
64,192,33048,1,0
64,192,33197,1,0
192,192,33345,1,0
64,192,33641,1,0
192,192,33789,1,0
64,192,33937,1,0
192,192,34085,1,0
192,192,34234,1,0
320,192,34382,1,0
64,192,34678,1,0
192,192,34826,1,0
64,192,34974,1,0
192,192,35123,1,0
64,192,35419,1,0
192,192,35567,1,0
64,192,35715,1,0
192,192,35863,1,0
320,192,36160,1,0
448,192,36308,1,0
192,192,36456,1,0
320,192,36604,1,0
192,192,36900,1,0
320,192,37048,1,0
320,192,37197,1,0
448,192,37345,1,0
64,192,37641,1,0
192,192,37789,1,0
320,192,37937,1,0
448,192,38085,1,0
320,192,38234,1,0
320,192,38382,1,0
448,192,38382,1,0
448,192,38530,1,0
64,192,38826,1,0
192,192,38974,1,0
320,192,38974,1,0
448,192,39123,1,0
448,192,39419,1,0
64,192,39715,1,0
448,192,39715,1,0
64,192,40011,1,0
320,192,40160,1,0
448,192,40308,1,0
64,192,40604,1,0
192,192,40752,1,0
320,192,40900,1,0
448,192,41048,1,0
64,192,42382,1,0
192,192,42530,1,0
192,192,42826,1,0
320,192,42974,1,0
320,192,43123,1,0
448,192,43271,1,0
320,192,43567,1,0
448,192,43715,1,0
64,192,43863,1,0
192,192,44011,1,0
64,192,44308,1,0
192,192,44456,1,0
64,192,44604,1,0
192,192,44752,1,0
64,192,45345,1,0
192,192,45493,1,0
64,192,45789,1,0
192,192,45937,1,0
192,192,46085,1,0
320,192,46234,1,0
192,192,46530,1,0
320,192,46678,1,0
320,192,46826,1,0
448,192,46974,1,0
320,192,47123,1,0
448,192,47271,1,0
64,192,47715,1,0
192,192,47863,1,0
64,192,48456,1,0
192,192,48604,1,0
64,192,48752,1,0
192,192,48900,1,0
448,192,49048,1,0
64,192,49345,1,0
64,192,49493,1,0
192,192,49641,1,0
64,192,49937,1,0
192,192,50086,1,0
320,192,50086,1,0
448,192,50234,1,0
320,192,50530,1,0
448,192,50678,1,0
64,192,51419,1,0
192,192,51567,1,0
448,192,51567,1,0
64,192,51863,1,0
192,192,52011,1,0
448,192,52011,1,0
320,192,52160,1,0
64,192,52308,1,0
64,192,52456,1,0
192,192,52604,1,0
192,192,52752,1,0
448,192,52752,1,0
320,192,52900,1,0
64,192,53048,1,0
64,192,53197,1,0
192,192,53345,1,0
64,192,53493,1,0
64,192,53641,1,0
192,192,53641,1,0
192,192,53789,1,0
64,192,53937,1,0
192,192,54086,1,0
192,192,54234,1,0
320,192,54382,1,0
192,192,54678,1,0
320,192,54826,1,0
192,192,54974,1,0
448,192,54974,1,0
320,192,55123,1,0
64,192,55271,1,0
64,192,55419,1,0
192,192,55567,1,0
448,192,55715,1,0
64,192,56011,1,0
448,192,56011,1,0
64,192,56308,1,0
64,192,56456,1,0
448,192,56456,1,0
192,192,56604,1,0
64,192,56752,1,0
64,192,56900,1,0
192,192,57048,1,0
64,192,57197,1,0
192,192,57345,1,0
192,192,57641,1,0
320,192,57789,1,0
192,192,57937,1,0
64,192,58086,1,0
320,192,58086,1,0
192,192,58234,1,0
64,192,58382,1,0
192,192,58530,1,0
64,192,58826,1,0
192,192,58974,1,0
448,192,58974,1,0
64,192,59271,1,0
64,192,59419,1,0
192,192,59419,1,0
192,192,59567,1,0
320,192,59567,1,0
64,192,59863,1,0
192,192,60011,1,0
64,192,60308,1,0
192,192,60456,1,0
192,192,60604,1,0
320,192,60752,1,0
448,192,60900,1,0
64,192,61048,1,0
64,192,61197,1,0
192,192,61197,1,0
64,192,61345,1,0
192,192,61493,1,0
64,192,61641,1,0
192,192,61789,1,0
448,192,61937,1,0
64,192,62234,1,0
64,192,62382,1,0
64,192,62530,1,0
192,192,62530,1,0
192,192,62678,1,0
64,192,63123,1,0
64,192,63271,1,0
192,192,63271,1,0
192,192,63419,1,0
192,192,63863,1,0
320,192,64011,1,0
192,192,64308,1,0
320,192,64456,1,0
192,192,64604,1,0
448,192,64604,1,0
320,192,64752,1,0
64,192,64900,1,0
64,192,65345,1,0
64,192,65493,1,0
192,192,65493,1,0
192,192,65641,1,0
192,192,66086,1,0
448,192,66086,1,0
320,192,66234,1,0
64,192,66382,1,0
320,192,67123,1,0
320,192,67271,1,0
448,192,67271,1,0
448,192,67419,1,0
320,192,67863,1,0
320,192,68011,1,0
448,192,68011,1,0
448,192,68160,1,0
320,192,68604,1,0
320,192,68752,1,0
448,192,68752,1,0
448,192,68900,1,0
64,192,69049,1,0
64,192,69197,1,0
192,192,69197,1,0
192,192,69345,1,0
64,192,69937,1,0
192,192,70086,1,0
64,192,70234,1,0
192,192,70382,1,0
64,192,70530,1,0
192,192,70678,1,0
64,192,70974,1,0
192,192,71123,1,0
64,192,71419,1,0
192,192,71567,1,0
64,192,73493,1,0
64,192,73641,1,0
192,192,73641,1,0
192,192,73789,1,0
192,192,74974,1,0
448,192,74974,1,0
320,192,75123,1,0
64,192,75271,1,0
320,192,75271,1,0
448,192,75419,1,0
64,192,75863,1,0
192,192,76011,1,0
448,192,76011,1,0
64,192,76308,1,0
448,192,76456,1,0
64,192,76752,1,0
64,192,76900,1,0
192,192,77049,1,0
320,192,77197,1,0
448,192,77345,1,0
320,192,78974,1,0
320,192,79123,1,0
448,192,79123,1,0
448,192,79271,1,0
320,192,79715,1,0
320,192,79863,1,0
448,192,79863,1,0
448,192,80011,1,0
320,192,80456,1,0
320,192,80604,1,0
448,192,80604,1,0
448,192,80752,1,0
64,192,80900,1,0
64,192,81049,1,0
192,192,81049,1,0
192,192,81197,1,0
192,192,81641,1,0
448,192,81641,1,0
320,192,81789,1,0
64,192,81937,1,0
192,192,82382,1,0
448,192,82382,1,0
320,192,82530,1,0
64,192,82678,1,0
192,192,83123,1,0
448,192,83123,1,0
320,192,83271,1,0
64,192,83419,1,0
64,192,85345,1,0
64,192,85493,1,0
192,192,85493,1,0
192,192,85641,1,0
192,192,86826,1,0
448,192,86826,1,0
320,192,86974,1,0
64,192,87123,1,0
320,192,87271,1,0
448,192,87419,1,0
64,192,87567,1,0
192,192,87715,1,0
192,192,88012,1,0
320,192,88160,1,0
192,192,88308,1,0
320,192,88456,1,0
64,192,88752,1,0
192,192,88900,1,0
320,192,89049,1,0
448,192,89197,1,0
320,192,90086,1,0
448,192,90234,1,0
64,192,90678,1,0
192,192,90826,1,0
64,192,91271,1,0
64,192,91419,1,0
192,192,91419,1,0
192,192,91567,1,0
448,192,91567,1,0
64,192,91863,1,0
448,192,92012,1,0
64,192,92308,1,0
192,192,92752,1,0
448,192,92752,1,0
320,192,92900,1,0
64,192,93049,1,0
320,192,93049,1,0
448,192,93197,1,0
64,192,93641,1,0
192,192,93789,1,0
448,192,93789,1,0
64,192,94086,1,0
448,192,94234,1,0
64,192,94530,1,0
64,192,94678,1,0
192,192,94826,1,0
320,192,94974,1,0
448,192,95123,1,0
64,192,96456,1,0
64,192,96604,1,0
192,192,96604,1,0
192,192,96752,1,0
